Timestamp,Friendship level with the person you traded with?,Did you receive a Lucky Pokemon from this trade?,Candy received from the trade,Caught date (for the Pokemon you received),Caught date (for the Pokemon you gave away),Date of trading,ATK IV,DEF IV,STA IV,Your Trainer name,Your Trainer Level,Trading Partner's Trainer Level,Your trading medal (Gentleman),Your trading distance medal (Pilot)
7/26/2018 2:20:01,"Great friends (2 stars, 7 days)",No,1,12/26/2016,,7/25/2018,9,14,12,Trummler12,40,39,Bronze,Bronze
7/26/2018 2:20:24,"Good friends (1 stars, 1 day)",Yes,3,9/17/2016,10/5/2016,7/25/2018,11,14,13,RiriBestTrainer,35,20,Bronze,Silver
7/26/2018 2:21:22,"Great friends (2 stars, 7 days)",No,3,5/5/2018,4/25/2018,7/25/2018,4,3,6,maddiebenzaquen,29,24,Silver,Gold
7/26/2018 2:23:17,"Great friends (2 stars, 7 days)",No,3,7/25/2018,7/25/2018,7/25/2018,13,11,6,ZeusPanHelenio,35,29,None,Bronze
7/26/2018 2:23:37,"Ultra friends (3 stars, 30 days)",Yes,1,7/25/2018,7/23/2018,7/25/2018,13,13,15,kondrich,40,36,Silver,Bronze
7/26/2018 2:23:57,"Great friends (2 stars, 7 days)",No,1,10/23/2017,,7/25/2018,5,11,4,Trummler12,40,39,Bronze,Bronze
7/26/2018 2:24:18,"Great friends (2 stars, 7 days)",Yes,2,9/30/2016,7/22/2016,7/25/2018,13,12,10,Kelyn39,34,33,None,None
7/26/2018 2:24:58,"Great friends (2 stars, 7 days)",No,3,7/25/2018,7/25/2018,7/25/2018,14,13,15,ZeusPanHelenium,25,29,None,Bronze
7/26/2018 2:25:59,"Great friends (2 stars, 7 days)",No,1,7/25/2017,7/24/2017,7/26/2017,10,11,7,Pilalon,40,40,Silver,Silver
7/26/2018 2:26:35,"Great friends (2 stars, 7 days)",No,3,7/24/2018,,7/25/2018,14,11,14,ZeusPanHelenium,35,29,None,Bronze
7/26/2018 2:26:59,"Ultra friends (3 stars, 30 days)",No,1,1/29/2018,7/3/2018,7/26/2018,4,6,12,trisapple,40,40,None,None
7/26/2018 2:27:57,"Great friends (2 stars, 7 days)",No,2,11/29/2016,,7/25/2018,10,5,4,Trummler12,40,39,Bronze,Bronze
7/26/2018 2:28:20,"Great friends (2 stars, 7 days)",Yes,1,12/25/2016,10/10/2016,7/25/2018,15,15,15,Scytherrulez,33,31,Bronze,Bronze
7/26/2018 2:29:03,"Great friends (2 stars, 7 days)",Yes,2,9/22/2016,,7/25/2018,13,15,14,Trummler12,40,39,Bronze,Bronze
7/26/2018 2:30:51,"Ultra friends (3 stars, 30 days)",Yes,1,8/10/2016,7/30/2016,7/25/2018,15,10,0,Thecollector722,40,39,Bronze,Silver
7/26/2018 2:31:05,"Ultra friends (3 stars, 30 days)",Yes,2,8/21/2016,8/11/2016,7/25/2018,12,10,13,Angidarling,34,35,Bronze,Bronze
7/26/2018 2:31:15,"Great friends (2 stars, 7 days)",Yes,2,10/28/2016,,7/25/2018,15,12,10,Trummler12,40,39,Bronze,Bronze
7/26/2018 2:32:34,"Great friends (2 stars, 7 days)",Yes,2,11/4/2016,,7/25/2018,15,15,13,Trummler12,40,39,Bronze,Bronze
7/26/2018 2:33:04,"Good friends (1 stars, 1 day)",Yes,1,1/6/2017,8/3/2016,7/25/2018,11,10,12,Thecollector722,40,38,Bronze,Silver
7/26/2018 2:33:39,"Great friends (2 stars, 7 days)",No,2,11/30/2016,,7/25/2018,14,14,15,Trummler12,40,39,Bronze,Bronze
7/26/2018 2:34:36,"Ultra friends (3 stars, 30 days)",No,1,4/23/2018,7/14/2018,7/25/2018,6,13,13,chrisvalentine,34,35,None,None
7/26/2018 2:34:57,"Great friends (2 stars, 7 days)",Yes,1,10/18/2016,11/21/2016,7/25/2018,12,14,12,GodSon0,37,33,Gold,Bronze
7/26/2018 2:34:59,"Great friends (2 stars, 7 days)",Yes,3,4/4/2017,7/25/2018,7/25/2018,15,14,11,Thorend,40,36,Silver,Gold
7/26/2018 2:35:32,"Great friends (2 stars, 7 days)",Yes,2,7/21/2018,,7/25/2018,14,15,14,LukeAran,35,36,Bronze,Bronze
7/26/2018 2:35:50,"Great friends (2 stars, 7 days)",No,1,7/25/2018,7/25/2018,7/25/2018,14,14,13,Spartangod244,39,36,Silver,Silver
7/26/2018 2:36:18,"Ultra friends (3 stars, 30 days)",No,1,8/12/2017,8/26/2017,7/25/2018,5,3,0,,,,,
7/26/2018 2:36:55,"Great friends (2 stars, 7 days)",No,1,4/23/2018,9/27/2017,7/25/2018,15,13,9,Anphro,39,31,Bronze,Bronze
7/26/2018 2:39:28,"Great friends (2 stars, 7 days)",Yes,3,8/25/2017,,7/25/2018,15,10,13,ripalmeira,37,38,None,Bronze
7/26/2018 2:40:39,"Great friends (2 stars, 7 days)",No,2,7/25/2018,7/25/2018,7/25/2018,1,6,10,thebouts89,38,28,Bronze,None
7/26/2018 2:42:30,"Great friends (2 stars, 7 days)",Yes,3,7/13/2018,7/10/2018,7/25/2018,15,15,13,RedLuni,32,23,Silver,Silver
7/26/2018 2:42:38,"Great friends (2 stars, 7 days)",No,1,7/21/2018,5/9/2017,7/25/2018,7,9,11,Anphro,39,31,Bronze,Bronze
7/26/2018 2:43:46,"Great friends (2 stars, 7 days)",Yes,2,6/13/2017,12/1/2016,7/25/2018,13,15,12,Matthews023,39,31,Silver,Silver
7/26/2018 2:44:27,"Great friends (2 stars, 7 days)",No,2,7/25/2018,7/24/2018,7/25/2018,7,11,5,thebouts89,38,28,Bronze,None
7/26/2018 2:45:07,"Ultra friends (3 stars, 30 days)",No,1,6/27/2018,,6/29/2018,12,3,4,Kids3341,32,24,Silver,Silver
7/26/2018 2:45:40,"Great friends (2 stars, 7 days)",No,1,4/10/2018,5/12/2018,7/25/2018,14,15,8,Anphro,39,31,Bronze,Bronze
7/26/2018 2:45:40,"Great friends (2 stars, 7 days)",Yes,1,7/25/2016,7/19/2018,7/26/2018,10,13,15,A11enHo,40,26,Silver,Silver
7/26/2018 2:45:51,"Ultra friends (3 stars, 30 days)",No,2,6/14/2018,,7/25/2018,14,14,13,,38,,None,None
7/26/2018 2:48:05,"Ultra friends (3 stars, 30 days)",Yes,2,8/21/2016,7/31/2016,7/25/2018,15,12,14,chrisvalentine,34,35,None,None
7/26/2018 2:48:06,"Ultra friends (3 stars, 30 days)",Yes,3,7/25/2018,9/26/2016,7/25/2018,11,15,15,GastlyInMyPants,40,34,Bronze,None
7/26/2018 2:48:08,"Great friends (2 stars, 7 days)",No,1,7/19/2018,4/12/2018,7/25/2018,13,11,15,Anphro,39,31,Bronze,Bronze
7/26/2018 2:48:49,"Great friends (2 stars, 7 days)",Yes,3,2/27/2017,7/25/2018,7/25/2018,7,8,8,iStab4u,23,22,None,Bronze
7/26/2018 2:49:09,"Great friends (2 stars, 7 days)",Yes,3,7/16/2018,7/6/2016,7/25/2018,15,15,15,AceTrnrWilliam,36,27,Bronze,Silver
7/26/2018 2:51:15,"Great friends (2 stars, 7 days)",No,1,4/15/2018,6/9/2017,7/25/2018,8,6,15,Anphro,39,31,Bronze,Bronze
7/26/2018 2:51:51,"Ultra friends (3 stars, 30 days)",Yes,2,7/31/2016,8/21/2016,7/25/2018,14,11,12,millennox,35,34,None,None
7/26/2018 2:53:59,"Great friends (2 stars, 7 days)",Yes,3,7/13/2018,8/6/2017,7/25/2018,15,13,13,thebouts89,38,28,Bronze,None
7/26/2018 2:54:10,"Ultra friends (3 stars, 30 days)",No,1,7/14/2018,4/3/2018,7/25/2018,4,3,13,millennox,35,34,None,None
7/26/2018 2:56:18,"Great friends (2 stars, 7 days)",No,2,7/20/2018,12/16/2016,7/25/2018,11,13,13,thebouts89,38,28,Bronze,None
7/26/2018 2:56:51,"Ultra friends (3 stars, 30 days)",No,1,7/6/2018,7/6/2018,7/25/2018,4,7,11,ChortlingYOW,34,36,Bronze,Bronze
7/26/2018 2:57:34,"Great friends (2 stars, 7 days)",No,1,7/25/2018,7/25/2018,7/25/2018,15,14,4,Spartangod244,39,36,Silver,Silver
7/26/2018 2:58:41,"Great friends (2 stars, 7 days)",Yes,3,7/24/2018,11/20/2018,7/25/2018,11,13,13,Asinails,40,,Silver,Gold
7/26/2018 3:02:29,"Ultra friends (3 stars, 30 days)",No,1,6/23/2018,12/9/2017,7/25/2018,12,14,11,Tryambakha,39,28,None,Bronze
7/26/2018 3:04:32,"Ultra friends (3 stars, 30 days)",No,1,5/2/2018,7/15/2018,7/25/2018,10,7,8,Swayingbacon ,31,32,None,None
7/26/2018 3:05:24,"Great friends (2 stars, 7 days)",No,1,7/24/2018,10/3/2017,7/25/2018,9,9,6,ZeusPanHelenium,35,30,None,Bronze
7/26/2018 3:07:59,"Ultra friends (3 stars, 30 days)",Yes,2,7/29/2016,8/5/2016,7/25/2018,13,12,12,chrisvalentine,34,35,None,None
7/26/2018 3:08:24,"Ultra friends (3 stars, 30 days)",Yes,3,7/30/2016,7/14/2018,7/25/2018,15,14,14,TrelkaYT ,37,34,Bronze,Bronze
7/26/2018 3:09:10,"Ultra friends (3 stars, 30 days)",No,1,10/30/2017,10/30/2017,7/25/2018,15,11,7,Codermum,40,40,Silver,Gold
7/26/2018 3:09:11,"Ultra friends (3 stars, 30 days)",Yes,2,8/5/2016,7/29/2016,7/25/2018,12,15,13,millennox,35,34,None,None
7/26/2018 3:10:34,"Ultra friends (3 stars, 30 days)",Yes,1,4/13/2017,4/13/2017,7/25/2018,10,14,12,Swayingbacon,31,32,None,None
7/26/2018 3:12:16,"Ultra friends (3 stars, 30 days)",Yes,1,9/15/2016,,7/26/2018,15,15,12,Fingits,39,40,Bronze,Silver
7/26/2018 3:12:21,"Great friends (2 stars, 7 days)",Yes,3,8/23/2016,8/23/2016,7/25/2018,14,11,10,JayRrrad,39,37,Bronze,Bronze
7/26/2018 3:13:59,"Great friends (2 stars, 7 days)",No,3,7/25/2018,8/16/2016,7/26/2018,15,13,14,Lucy10403118,35,26,Gold,Silver
7/26/2018 3:15:03,"Great friends (2 stars, 7 days)",No,1,2/7/2017,7/4/2018,7/25/2018,10,3,2,Nightly1890,37,36,None,Bronze
7/26/2018 3:15:42,"Great friends (2 stars, 7 days)",Yes,1,7/25/2018,7/24/2018,7/25/2018,11,11,11,PoultryPatrolll,22,25,None,Bronze
7/26/2018 3:15:47,"Great friends (2 stars, 7 days)",Yes,1,12/28/2016,10/8/2016,7/25/2018,12,11,12,JayRrrad,39,37,Bronze,Bronze
7/26/2018 3:16:40,"Ultra friends (3 stars, 30 days)",No,2,5/14/2017,5/21/2017,7/25/2018,9,12,7,dbhi518,40,40,Silver,Silver
7/26/2018 3:20:07,"Great friends (2 stars, 7 days)",Yes,1,7/16/2018,7/16/2018,7/26/2018,15,14,13,RealConnorBird,27,16,Bronze,Bronze
7/26/2018 3:20:25,"Ultra friends (3 stars, 30 days)",Yes,2,5/12/2018,9/16/2016,7/25/2018,12,12,15,The9thToad,40,32,Bronze,Bronze
7/26/2018 3:20:56,"Great friends (2 stars, 7 days)",Yes,2,10/15/2016,11/8/2016,7/25/2018,15,13,13,Shelby1mustang,34,33,Bronze,Bronze
7/26/2018 3:21:49,"Ultra friends (3 stars, 30 days)",No,1,5/17/2018,6/7/2018,7/25/2018,11,8,7,chrisvalentine,34,35,None,None
7/26/2018 3:22:12,"Ultra friends (3 stars, 30 days)",Yes,2,10/14/2016,8/22/2016,7/25/2018,13,14,11,Headley523,39,35,Silver,Silver
7/26/2018 3:23:03,"Great friends (2 stars, 7 days)",No,2,5/24/2017,,7/25/2018,15,9,6,Shelby1mustang,34,33,Bronze,Bronze
7/26/2018 3:23:05,"Ultra friends (3 stars, 30 days)",No,1,6/7/2018,5/17/2018,7/25/2018,3,6,5,millennox,35,34,None,None
7/26/2018 3:24:39,"Great friends (2 stars, 7 days)",No,1,8/9/2017,8/9/2017,7/25/2018,7,12,2,JayRrrad,39,37,Bronze,Bronze
7/26/2018 3:25:28,"Great friends (2 stars, 7 days)",No,2,12/16/2017,9/7/2017,7/25/2018,15,2,2,Shelby1mustang,34,30,Bronze,Bronze
7/26/2018 3:26:12,"Great friends (2 stars, 7 days)",Yes,1,7/6/2018,,7/25/2018,15,15,10,Duducaico,39,39,Silver,Silver
7/26/2018 3:29:39,"Great friends (2 stars, 7 days)",No,1,7/25/2018,7/25/2018,7/25/2018,14,4,4,Spartangod244,39,36,Silver,Silver
7/26/2018 3:31:26,"Great friends (2 stars, 7 days)",Yes,1,7/24/2016,7/16/2016,7/25/2018,14,14,15,PoGoMaster5000,40,39,Bronze,Bronze
7/26/2018 3:31:40,"Ultra friends (3 stars, 30 days)",Yes,2,2/25/2017,2/28/2017,7/26/2018,14,15,11,Badger1606,40,40,Bronze,Bronze
7/26/2018 3:34:35,"Ultra friends (3 stars, 30 days)",Yes,1,2/14/2018,7/16/2016,7/25/2018,13,14,11,JuanSoloPewPew,39,29,Bronze,Bronze
7/26/2018 3:36:31,"Good friends (1 stars, 1 day)",Yes,3,7/4/2018,,7/25/2018,11,14,15,FlaminBunny1990,40,25,Silver,Bronze
7/26/2018 3:39:29,"Good friends (1 stars, 1 day)",No,3,6/12/2018,,7/25/2018,12,1,3,FlaminBunny1990,40,25,Silver,Bronze
7/26/2018 3:40:26,"Great friends (2 stars, 7 days)",Yes,1,7/20/2018,,7/26/2018,8,14,14,b2djoker,38,40,Bronze,Bronze
7/26/2018 3:42:07,"Good friends (1 stars, 1 day)",No,3,6/24/2018,,7/25/2018,8,11,13,FlaminBunny1990,40,25,Silver,Bronze
7/26/2018 3:43:39,"Good friends (1 stars, 1 day)",Yes,3,8/5/2016,11/2/2016,7/26/2018,13,13,13,NinjaMoves012,33,40,Bronze,Bronze
7/26/2018 3:43:41,"Great friends (2 stars, 7 days)",Yes,2,10/1/2016,7/25/2018,7/25/2018,14,10,15,Lacbc4,40,28,Silver,Silver
7/26/2018 3:44:01,"Great friends (2 stars, 7 days)",Yes,2,11/8/2016,7/25/2018,7/25/2018,14,15,15,Goeatweeds,28,36,None,None
7/26/2018 3:45:00,"Great friends (2 stars, 7 days)",No,1,7/25/2018,3/24/2017,7/25/2018,2,10,9,Moriahbot,38,36,Bronze,Silver
7/26/2018 3:45:30,"Great friends (2 stars, 7 days)",No,2,10/21/2017,10/28/2017,7/25/2018,8,12,5,Shelby1mustang,34,33,Bronze,Bronze
7/26/2018 3:45:45,"Ultra friends (3 stars, 30 days)",Yes,3,6/24/2018,,7/25/2018,14,13,15,MamaBear91489,25,25,Bronze,None
7/26/2018 3:46:44,"Great friends (2 stars, 7 days)",Yes,2,12/7/2016,10/3/2016,7/26/2018,13,13,15,Dr-green69,40,32,Gold,Gold
7/26/2018 3:46:49,"Great friends (2 stars, 7 days)",Yes,2,12/7/2016,10/3/2016,7/26/2018,13,13,15,Dr-green69,40,32,Gold,Gold
7/26/2018 3:46:51,"Great friends (2 stars, 7 days)",Yes,1,3/18/2018,3/11/2018,7/25/2018,11,13,12,,38,37,Bronze,Bronze
7/26/2018 3:47:40,"Great friends (2 stars, 7 days)",Yes,1,7/25/2018,10/18/2016,7/25/2018,14,11,11,Moriahbot,38,36,Bronze,Silver
7/26/2018 3:50:47,"Great friends (2 stars, 7 days)",Yes,1,8/17/2016,4/27/2016,7/25/2018,12,12,13,Dbztito,34,35,Bronze,Bronze
7/26/2018 3:51:10,"Great friends (2 stars, 7 days)",Yes,1,7/14/2017,3/7/2018,7/25/2018,13,11,10,Evolving Shadows,37,28,Bronze,Bronze
7/26/2018 3:51:27,"Great friends (2 stars, 7 days)",No,1,10/28/2017,4/12/2018,7/25/2018,10,10,3,Shelby1mustang,34,30,Bronze,Bronze
7/26/2018 3:52:34,"Great friends (2 stars, 7 days)",Yes,2,5/30/2018,12/8/2016,7/25/2018,15,12,12,DWEBB102,40,33,Bronze,Silver
7/26/2018 4:00:02,"Ultra friends (3 stars, 30 days)",Yes,1,8/30/2016,8/19/2016,7/25/2018,14,15,14,,36,36,Bronze,Bronze
7/26/2018 4:00:13,"Great friends (2 stars, 7 days)",Yes,2,10/17/2016,8/11/2016,7/25/2018,13,14,12,Macflatts,36,36,Bronze,Silver
7/26/2018 4:02:56,"Great friends (2 stars, 7 days)",No,1,7/25/2018,7/25/2018,7/25/2018,10,7,5,Spartangod244,39,36,Silver,Silver
7/26/2018 4:05:19,"Great friends (2 stars, 7 days)",Yes,2,4/11/2017,,7/25/2018,13,12,15,,34,32,None,None
7/26/2018 4:06:21,"Ultra friends (3 stars, 30 days)",Yes,1,7/25/2016,9/11/2016,7/25/2018,11,14,10,VoutsTheUnknown ,40,40,Bronze,Bronze
7/26/2018 4:08:11,"Great friends (2 stars, 7 days)",Yes,1,1/3/2017,,7/25/2018,12,15,15,,,,,
7/26/2018 4:11:22,"Good friends (1 stars, 1 day)",Yes,2,8/1/2016,7/9/2016,7/25/2018,6,13,13,karlymoon,22,15,Bronze,Bronze
7/26/2018 4:13:24,"Great friends (2 stars, 7 days)",No,2,7/24/2018,7/5/2018,7/25/2018,11,8,3,NommerBomber,27,28,None,None
7/26/2018 4:14:11,"Great friends (2 stars, 7 days)",Yes,3,7/20/2018,,7/25/2018,15,15,15,Mayde4ash,30,26,None,None
7/26/2018 4:14:46,"Great friends (2 stars, 7 days)",Yes,1,2/15/2017,7/27/2016,7/25/2018,10,14,14,Rocky3OO,29,29,Bronze,None
7/26/2018 4:15:20,"Great friends (2 stars, 7 days)",Yes,3,6/25/2017,9/28/2017,7/25/2018,14,12,15,sevensa ,38,34,Bronze,Bronze
7/26/2018 4:15:34,"Good friends (1 stars, 1 day)",Yes,1,7/8/1998,7/9/2016,7/25/2018,15,10,15,karlymoon,22,15,Bronze,Bronze
7/26/2018 4:16:14,"Great friends (2 stars, 7 days)",No,1,7/24/2018,7/24/2018,7/24/2018,2,2,2,Avika6454,40,22,,
7/26/2018 4:16:31,"Great friends (2 stars, 7 days)",No,1,7/24/2018,7/24/2018,7/24/2018,2,2,2,Avika6454,40,22,,
7/26/2018 4:22:55,"Great friends (2 stars, 7 days)",Yes,2,8/9/2016,7/24/2018,7/24/2018,12,14,12,Lg313131,37,18,Silver,Silver
7/26/2018 4:27:02,"Ultra friends (3 stars, 30 days)",Yes,2,10/29/2016,9/30/2016,7/25/2018,15,14,12,Artk1n,40,37,Silver,Bronze
7/26/2018 4:29:57,"Great friends (2 stars, 7 days)",Yes,2,7/16/2016,8/24/2016,7/25/2018,15,15,14,WiteBnglTygr,39,31,Bronze,Bronze
7/26/2018 4:31:23,"Good friends (1 stars, 1 day)",Yes,3,3/8/2017,7/25/2018,7/25/2018,7,9,8,Blargotron,35,20,None,Bronze
7/26/2018 4:33:44,"Ultra friends (3 stars, 30 days)",Yes,2,9/9/2016,7/25/2018,7/25/2018,14,14,12,Poechat,40,39,Silver,Gold
7/26/2018 4:33:47,"Great friends (2 stars, 7 days)",Yes,1,8/15/2016,7/11/2018,7/25/2018,15,14,12,VikingoCba,40,32,Silver,Silver
7/26/2018 4:37:06,"Great friends (2 stars, 7 days)",Yes,1,8/10/2016,6/11/2018,7/25/2018,14,14,15,VikingoCba,40,32,Silver,Silver
7/26/2018 4:37:21,"Great friends (2 stars, 7 days)",Yes,2,8/10/2016,9/21/2016,7/25/2018,10,12,12,JuicyXLB,38,32,None,Bronze
7/26/2018 4:38:16,"Great friends (2 stars, 7 days)",No,2,2/23/2018,1/23/2018,5/19/2018,15,15,15,,28,18,Bronze,Bronze
7/26/2018 4:39:02,"Great friends (2 stars, 7 days)",Yes,1,9/26/2016,7/3/2018,7/25/2018,12,13,12,Ableone1 ,31,36,Bronze,Silver
7/26/2018 4:41:58,"Great friends (2 stars, 7 days)",Yes,1,7/25/2016,7/21/2016,7/25/2018,15,13,13,Hamsteroid,30,28,Bronze,Bronze
7/26/2018 4:43:57,"Ultra friends (3 stars, 30 days)",Yes,2,1/18/2018,7/23/2018,7/25/2018,14,12,15,FlipTheWebMan,40,39,Silver,Silver
7/26/2018 4:45:43,"Great friends (2 stars, 7 days)",Yes,1,8/19/2016,,7/25/2018,11,11,11,JuicyXLB,38,32,None,Bronze
7/26/2018 4:46:05,"Great friends (2 stars, 7 days)",Yes,1,7/25/2016,5/28/2018,7/25/2018,13,10,3,Hamsteroid,30,28,Bronze,Bronze
7/26/2018 4:46:33,"Ultra friends (3 stars, 30 days)",Yes,1,7/25/2018,7/25/2018,7/25/2018,15,15,15,No,37,37,Bronze,Silver
7/26/2018 4:47:54,"Great friends (2 stars, 7 days)",Yes,3,8/18/2016,8/22/2016,7/25/2018,10,15,11,pdxbatman,39,35,Bronze,Bronze
7/26/2018 4:48:20,"Great friends (2 stars, 7 days)",Yes,1,12/12/2016,12/13/2016,7/25/2018,14,14,10,Dorina24,37,40,Gold,Silver
7/26/2018 4:50:14,"Ultra friends (3 stars, 30 days)",Yes,3,3/30/2018,8/1/2016,7/25/2018,14,15,12,,40,32,Bronze,Bronze
7/26/2018 4:52:07,"Great friends (2 stars, 7 days)",Yes,2,9/11/2016,11/17/2016,7/25/2018,14,10,15,JuicyXLB,38,30,None,Bronze
7/26/2018 4:52:09,"Great friends (2 stars, 7 days)",Yes,3,11/19/2016,4/9/2017,7/25/2018,13,13,11,,40,23,Bronze,Silver
7/26/2018 4:52:31,"Good friends (1 stars, 1 day)",Yes,2,7/24/2016,7/25/2018,7/25/2018,14,14,15,eMTeeNash,38,23,Bronze,Silver
7/26/2018 4:53:37,"Good friends (1 stars, 1 day)",Yes,1,9/15/2016,10/3/2016,7/25/2018,14,10,10,Ch3vi,40,31,None,Bronze
7/26/2018 4:53:56,"Great friends (2 stars, 7 days)",Yes,2,8/13/2016,8/12/2016,7/26/2018,14,15,11,LanceTete,34,31,None,None
7/26/2018 4:54:06,"Great friends (2 stars, 7 days)",Yes,3,7/12/2018,9/20/2016,7/25/2018,14,15,15,oC4iO,38,30,Bronze,Silver
7/26/2018 4:54:12,"Great friends (2 stars, 7 days)",Yes,3,11/12/2016,,7/25/2018,12,13,10,Aramilshadow,33,32,None,Bronze
7/26/2018 4:56:10,"Ultra friends (3 stars, 30 days)",Yes,1,7/25/2018,7/25/2018,7/25/2018,10,12,9,Sethnateman,32,32,Silver,Bronze
7/26/2018 4:57:47,"Ultra friends (3 stars, 30 days)",Yes,1,8/20/2016,7/18/2018,7/25/2018,10,15,12,,40,39,Silver,Silver
7/26/2018 4:58:08,"Great friends (2 stars, 7 days)",Yes,1,12/1/2016,8/8/2016,7/25/2018,15,14,10,JuicyXLB,38,29,None,Bronze
7/26/2018 4:58:09,"Ultra friends (3 stars, 30 days)",Yes,1,9/6/2016,9/27/2016,7/25/2018,11,12,12,Mrstinkpants,40,40,Bronze,Silver
7/26/2018 4:58:23,"Great friends (2 stars, 7 days)",Yes,1,1/1/2017,2/25/2017,7/25/2018,12,10,13,pdxbatman,39,35,Bronze,Bronze
7/26/2018 4:58:31,"Great friends (2 stars, 7 days)",No,1,7/9/2018,7/9/2018,7/24/2018,6,4,14,RamseyQ ,28,33,None,None
7/26/2018 4:58:58,"Ultra friends (3 stars, 30 days)",Yes,1,7/25/2018,7/25/2018,7/25/2018,14,14,14,Sethnateman,33,33,Silver,Bronze
7/26/2018 5:00:09,"Great friends (2 stars, 7 days)",Yes,1,7/20/2018,7/24/2018,7/25/2018,14,14,10,Gav020,40,40,Bronze,Silver
7/26/2018 5:01:14,"Great friends (2 stars, 7 days)",No,3,7/25/2018,7/24/2018,7/25/2018,10,10,5,thebouts89,38,27,Bronze,None
7/26/2018 5:01:50,"Great friends (2 stars, 7 days)",Yes,1,7/25/2018,7/25/2018,7/25/2018,14,14,10,NeNeStOmayra,23,33,Bronze,Bronze
7/26/2018 5:02:19,"Ultra friends (3 stars, 30 days)",No,2,5/18/2018,4/11/2018,7/25/2018,11,12,15,McGarretth50,38,33,Bronze,Bronze
7/26/2018 5:04:53,"Great friends (2 stars, 7 days)",Yes,3,11/13/2016,9/18/2016,7/25/2018,7,5,8,GetDowney,40,30,Silver,Silver
7/26/2018 5:05:42,"Ultra friends (3 stars, 30 days)",Yes,2,9/20/2016,12/10/2016,7/25/2018,14,14,14,Shiznitkiller,36,33,Bronze,Silver
7/26/2018 5:06:52,"Great friends (2 stars, 7 days)",No,3,7/25/2018,6/24/2018,7/25/2018,5,4,7,oC4iO,38,30,Bronze,Silver
7/26/2018 5:07:14,"Great friends (2 stars, 7 days)",Yes,1,12/5/2016,8/13/2018,7/25/2018,15,13,13,MaxKamilian,29,28,None,Bronze
7/26/2018 5:07:35,"Great friends (2 stars, 7 days)",Yes,3,7/24/2018,7/4/2018,7/25/2018,14,6,12,GetDowney,40,30,Silver,Silver
7/26/2018 5:07:59,"Ultra friends (3 stars, 30 days)",Yes,3,3/20/2018,3/28/2017,7/25/2018,15,11,11,Arugg2913,38,35,Bronze,Silver
7/26/2018 5:08:29,"Great friends (2 stars, 7 days)",No,2,7/15/2018,,7/24/2018,3,8,9,,,,,
7/26/2018 5:10:26,"Ultra friends (3 stars, 30 days)",Yes,1,7/11/2018,7/25/2018,7/25/2018,14,15,15,thederekFawcett,40,40,Silver,Gold
7/26/2018 5:12:04,"Ultra friends (3 stars, 30 days)",Yes,2,12/14/2017,10/2/2016,7/25/2018,15,13,14,ssseilaaa,38,36,None,None
7/26/2018 5:12:08,"Great friends (2 stars, 7 days)",No,1,7/24/2018,7/24/2018,7/25/2018,14,4,12,Sljva,30,40,Silver,Silver
7/26/2018 5:13:35,"Ultra friends (3 stars, 30 days)",Yes,1,7/15/2016,,7/25/2018,13,9,13,Meessa4jc,33,33,Bronze,Silver
7/26/2018 5:15:05,"Good friends (1 stars, 1 day)",Yes,2,9/12/2016,5/25/2017,7/25/2018,15,15,14,JoNaHnAtOr1996,40,35,Silver,Gold
7/26/2018 5:16:47,"Great friends (2 stars, 7 days)",Yes,1,7/25/2018,7/24/2018,7/26/2018,13,12,9,hufflecat9,34,25,Bronze,Bronze
7/26/2018 5:20:01,"Great friends (2 stars, 7 days)",No,1,7/13/2017,7/2/2018,7/25/2018,11,7,6,Greenlight607,35,37,None,None
7/26/2018 5:20:37,"Ultra friends (3 stars, 30 days)",Yes,1,7/25/2018,10/2/2016,7/25/2018,15,15,15,ssseilaaa,38,36,None,None
7/26/2018 5:20:40,"Ultra friends (3 stars, 30 days)",Yes,1,7/25/2018,7/25/2018,7/25/2018,1,1,1,,,,,
7/26/2018 5:22:24,"Ultra friends (3 stars, 30 days)",Yes,3,7/25/2018,7/25/2018,7/25/2018,12,15,10,,40,,Silver,Silver
7/26/2018 5:23:58,"Ultra friends (3 stars, 30 days)",Yes,3,7/22/2018,,7/25/2018,14,14,10,Jass12899,34,33,Bronze,Bronze
7/26/2018 5:25:38,"Ultra friends (3 stars, 30 days)",Yes,3,7/25/2018,7/25/2018,7/25/2018,15,15,11,Artk1n,40,37,Silver,Bronze
7/26/2018 5:26:24,"Great friends (2 stars, 7 days)",Yes,2,5/16/2018,8/31/2016,7/26/2018,5,6,9,Pok3rfac333,39,35,Bronze,Silver
7/26/2018 5:26:41,"Great friends (2 stars, 7 days)",No,1,7/25/2018,7/25/2018,7/25/2018,8,12,3,GetDowney,40,30,Silver,Silver
7/26/2018 5:26:45,"Great friends (2 stars, 7 days)",No,1,7/25/2018,7/25/2018,7/25/2018,8,12,3,GetDowney,40,30,Silver,Silver
7/26/2018 5:26:47,"Great friends (2 stars, 7 days)",Yes,1,7/25/2018,7/25/2018,7/25/2018,10,11,14,Spartangod244,39,36,Silver,Silver
7/26/2018 5:26:48,"Great friends (2 stars, 7 days)",Yes,1,7/7/2018,7/7/2018,7/25/2018,14,12,13,Suzukiman89 ,35,22,Bronze,Bronze
